Model,Prix,Annee,Kilometrage,Boite_Vitesse,Energie,Controle_Technique,Premiere Main,Portes,Places,Puissance
RENAULT ZOE phase 2,28650,2022,25111,Automatique,Électrique,Non requis,Oui,5,5,4
AUDI RS4 V AVANT,99130,2019,59173,Automatique,Essence,Requis,Non,5,5,34
FORD PUMA II,27730,2022,28824,Manuelle,Essence,Non requis,Non,5,5,8
MINI MINI III 3P,18130,2020,60194,Manuelle,Diesel,Non requis,Oui,3,4,5
PEUGEOT 308 III,22990,2022,47436,Automatique,Essence,Non requis,Non,5,5,7
PEUGEOT 3008 (2E GENERATION),37770,2023,11,Automatique,Diesel,Non requis,Non,5,5,7
,37770,2023,11,Automatique,Diesel,Non requis,Non,5,5,7
BMW X1 F48 phase 2,32280,2020,45081,Automatique,Essence,Non requis,Oui,5,5,10
SUZUKI VITARA 4,29460,2024,12,Manuelle,Hybrides,Non requis,Non,5,5,7
RENAULT KANGOO II EXPRESS phase 2,14590,2020,53513,Automatique,Électrique,Non requis,Oui,4,2,7
AUDI A4 V AVANT phase 3,59270,2023,33521,Automatique,Diesel,Non requis,Oui,5,5,9
HYUNDAI I30 III FASTBACK,20550,2019,120516,Manuelle,Essence,Non requis,Non,5,5,7
,20550,2019,120516,Manuelle,Essence,Non requis,Non,5,5,7
DACIA DUSTER II phase 2,31840,2024,12,Manuelle,Diesel,Non requis,Non,5,5,6
DACIA SANDERO 2,9410,2019,62529,Manuelle,Essence,Requis,Non,5,5,4
PEUGEOT 5008 II phase 2,45400,2024,3649,Automatique,Essence,Non requis,Non,4,7,7
AUDI A6 V AVANT,63490,2022,60359,Automatique,Hybrides,Non requis,Oui,5,5,16
OPEL ZAFIRA LIFE,59380,2021,62370,Automatique,Diesel,Non requis,Non,5,7,9
PEUGEOT 208 phase 2,14020,2020,81382,Manuelle,Essence,Non requis,Oui,5,5,4
HYUNDAI TUCSON III phase 2,33490,2021,80291,Automatique,Diesel,Non requis,Non,5,5,7
MERCEDES-AMG GT 4 PORTES,142980,2020,102607,Automatique,Essence,Non requis,Non,5,5,57
VOLKSWAGEN POLO VI,19020,2021,71095,Manuelle,Essence,Non requis,Non,5,5,5
FIAT 500 3+1 III,30960,2024,3150,Automatique,Électrique,Non requis,Oui,2,4,3
VOLKSWAGEN PASSAT 8 SW,27120,2020,70383,Manuelle,Diesel,Non requis,Oui,5,4,7
,27120,2020,70383,Manuelle,Diesel,Non requis,Oui,5,4,7
MINI COUNTRYMAN II,28440,2019,83300,Automatique,Essence,Requis,Non,5,5,7
DS 3 CROSSBACK,39250,2023,12,Automatique,Diesel,Non requis,Non,5,5,7
MINI III 3P phase 2,37680,2022,5205,Automatique,Électrique,Non requis,Non,3,4,5
VOLKSWAGEN PASSAT 8 SW,29970,2021,61860,Automatique,Diesel,Non requis,Oui,5,5,6
AUDI A4 V AVANT phase 2,43600,2020,54363,Automatique,Diesel,Non requis,Oui,5,5,10
,43600,2020,54363,Automatique,Diesel,Non requis,Oui,5,5,10
VOLKSWAGEN T-ROC,27670,2021,89697,Automatique,Diesel,Non requis,Oui,5,5,8
MERCEDES CLASSE A III phase 2,21460,2019,70824,Manuelle,Essence,Requis,Non,5,5,6
VOLKSWAGEN GOLF VIII,30170,2023,43158,Manuelle,Essence,Non requis,Non,5,5,7
JEEP RENEGADE phase 2,22180,2021,52775,Manuelle,Essence,Non requis,Oui,5,5,6
PORSCHE 911 TYPE 992 TURBO,316180,2022,4919,Automatique,Essence,Non requis,Non,2,4,51
OPEL CORSA VI,15880,2022,35365,Manuelle,Essence,Non requis,Oui,5,5,4
DS 3 CROSSBACK,25410,2022,35227,Manuelle,Diesel,Non requis,Non,5,5,6
FORD FIESTA VI,19180,2020,30928,Manuelle,Essence,Non requis,Non,5,5,5
DS DS 3 CROSSBACK,23190,2021,64086,Manuelle,Essence,Non requis,Non,5,5,5
RENAULT MASTER III phase 2,38490,2024,1,Manuelle,Diesel,Non requis,Oui,4,3,8
DACIA SANDERO II STEPWAY phase 2,13910,2019,53081,Manuelle,Diesel,Requis,Oui,5,5,4
,13910,2019,53081,Manuelle,Diesel,Requis,Oui,5,5,4
FORD FOCUS IV SW phase 2,19420,2021,98809,Automatique,Diesel,Non requis,Oui,5,5,6
VOLKSWAGEN PASSAT VIII,28410,2020,57737,Automatique,Diesel,Non requis,Oui,4,5,6
PEUGEOT RIFTER,23080,2020,68985,Manuelle,Essence,Non requis,Non,5,5,6
CITROEN C3 (3E GENERATION),19000,2023,20625,Manuelle,Essence,Non requis,Non,5,5,4
RENAULT TRAFIC III phase 2,43980,2024,1,Manuelle,Diesel,Non requis,Oui,4,6,7
,43980,2024,1,Manuelle,Diesel,Non requis,Oui,4,6,7
VOLKSWAGEN TAIGO,32910,2023,13542,Automatique,Essence,Non requis,Oui,5,5,8
OPEL CROSSLAND X,18710,2021,47697,Manuelle,Essence,Non requis,Non,5,5,6
RENAULT CLIO V,14820,2020,67262,Manuelle,Essence,Non requis,Oui,5,5,5
RENAULT CAPTUR II,22020,2022,16719,Manuelle,Essence,Non requis,Oui,5,5,5
RENAULT CAPTUR II,22480,2022,76519,Automatique,Diesel,Non requis,Oui,5,5,6
SEAT LEON 3,28420,2020,79092,Automatique,Diesel,Non requis,Oui,5,5,7
CITROEN C3 III phase 2,22340,2023,11238,Automatique,Essence,Non requis,Oui,5,5,6
HYUNDAI TUCSON IV,41190,2022,39055,Automatique,Hybrides,Non requis,Oui,5,5,10
PEUGEOT 2008 II,27130,2023,2649,Manuelle,Essence,Non requis,Non,5,5,7
FORD TRANSIT IV phase 2,33270,2019,100418,Manuelle,Diesel,Non requis,Oui,4,3,7
NISSAN NV400,21920,2019,138775,Manuelle,Diesel,Non requis,Non,4,3,8
,21920,2019,138775,Manuelle,Diesel,Non requis,Non,4,3,8
AUDI A3 III SPORTBACK phase 2,43680,2023,10005,Automatique,Diesel,Non requis,Non,5,5,8
OPEL ASTRA V,14160,2020,64450,Manuelle,Essence,Non requis,Non,5,5,5
VOLKSWAGEN GOLF VIII,38350,2024,5900,Automatique,Essence,Non requis,Oui,5,5,7
PEUGEOT 308 II phase 2,21210,2020,77380,Automatique,Diesel,Non requis,Non,5,5,6
BMW X3 G01,66620,2021,36425,Automatique,Hybrides,Non requis,Non,5,5,10
,66620,2021,36425,Automatique,Hybrides,Non requis,Non,5,5,10
PEUGEOT 208 II,22480,2022,35369,Automatique,Essence,Non requis,Oui,5,5,5
SUZUKI VITARA 4,29210,2023,12,Manuelle,Hybrides,Non requis,Non,5,5,7
AUDI A4 V AVANT phase 3,49060,2021,68868,Automatique,Diesel,Non requis,Oui,5,5,10
VOLKSWAGEN TOURAN III,26480,2020,82107,Automatique,Diesel,Non requis,Oui,5,2,6
VOLKSWAGEN T-ROC,24130,2020,72421,Manuelle,Essence,Non requis,Non,5,5,6
PEUGEOT 3008 II phase 2,35170,2022,74468,Automatique,Hybrides,Non requis,Oui,5,5,10
PEUGEOT 3008 II phase 2,48730,2023,13,Automatique,Essence,Non requis,Non,5,5,7
RENAULT MASTER III,31330,2019,70064,Manuelle,Diesel,Requis,Oui,4,6,6
PEUGEOT 5008 II phase 2,47480,2023,13125,Automatique,Diesel,Non requis,Oui,5,7,7
MERCEDES CLASSE V II COMPACT,75020,2019,39200,Automatique,Diesel,Requis,Non,4,6,11
PEUGEOT 308 II phase 2,17280,2020,112083,Automatique,Essence,Non requis,Non,5,5,7
,17280,2020,112083,Automatique,Essence,Non requis,Non,5,5,7
VOLKSWAGEN GOLF 8,26360,2021,29054,Manuelle,Essence,Non requis,Non,5,5,7
NISSAN QASHQAI II phase 2,30030,2021,43989,Automatique,Diesel,Non requis,Oui,5,5,6
PEUGEOT E-208 II,27190,2022,36183,Automatique,Électrique,Non requis,Oui,5,5,4
PEUGEOT 208 II,19590,2023,14844,Manuelle,Diesel,Non requis,Non,5,5,5
NISSAN JUKE phase 2,16800,2020,118096,Manuelle,Diesel,Non requis,Non,5,5,6
,16800,2020,118096,Manuelle,Diesel,Non requis,Non,5,5,6
VOLKSWAGEN T-CROSS,20790,2021,19569,Manuelle,Essence,Non requis,Non,5,5,6
JAGUAR F-PACE,52050,2020,45092,Automatique,Diesel,Non requis,Oui,5,5,19
RENAULT CAPTUR II,23920,2022,24899,Manuelle,Essence,Non requis,Non,5,5,7
PEUGEOT 408,42380,2024,11,Automatique,Essence,Non requis,Non,5,5,7
HYUNDAI TUCSON III phase 2,27100,2020,108706,Automatique,Diesel,Non requis,Non,5,5,7
BMW I3 phase 2,29950,2020,30442,Automatique,Électrique,Non requis,Non,5,4,3
FIAT PANDA III,12410,2021,78310,Manuelle,Essence,Non requis,Oui,5,5,4
FIAT 500 III,21280,2023,12,Manuelle,Essence,Non requis,Oui,3,4,4
AUDI A3 III SPORTBACK phase 2,36460,2020,58764,Automatique,Essence,Non requis,Oui,5,5,11
FORD TRANSIT COURIER phase 2,16350,2019,66105,Manuelle,Diesel,Non requis,Non,4,2,6
VOLKSWAGEN T-CROSS,22880,2020,102664,Automatique,Diesel,Non requis,Oui,5,5,5
,22880,2020,102664,Automatique,Diesel,Non requis,Oui,5,5,5
TOYOTA PROACE CITY VERSO phase 2,37030,2024,11,Automatique,Diesel,Non requis,Non,5,5,7
AUDI A3 IV SPORTBACK,37680,2021,66474,Automatique,Diesel,Non requis,Non,5,5,8
CITROEN C5 AIRCROSS phase 2,33240,2024,1,Manuelle,Diesel,Non requis,Oui,5,5,7
MAZDA MX5 IV ST,30060,2022,33175,Manuelle,Essence,Non requis,Oui,2,2,7
AUDI RS6 (4E GENERATION) AVANT,151500,2020,46740,Automatique,Essence,Non requis,Non,5,2,52
,151500,2020,46740,Automatique,Essence,Non requis,Non,5,2,52
FORD PUMA II,26480,2023,11,Manuelle,Essence,Non requis,Non,5,5,8
PEUGEOT 2008 II,28480,2021,40733,Automatique,Essence,Non requis,Non,5,5,7
PEUGEOT 108,15170,2023,9961,Manuelle,Essence,Non requis,Oui,5,4,4
PEUGEOT 2008 phase 2,15180,2020,79167,Manuelle,Essence,Non requis,Non,5,5,4
BMW SERIE 3 G21 TOURING,63200,2022,56680,Automatique,Diesel,Non requis,Oui,5,5,17
PORSCHE 911 TYPE 991 TARGA phase 2,201990,2019,34720,Automatique,Essence,Requis,Non,2,4,30
BMW SERIE 2 F44 GRAN COUPE,45080,2022,21190,Automatique,Diesel,Non requis,Non,4,5,10
BMW SERIE 1 F40,23740,2020,43195,Manuelle,Diesel,Non requis,Oui,5,5,6
AUDI Q2,36770,2021,34893,Automatique,Diesel,Non requis,Oui,5,5,6
LAND ROVER RANGE ROVER EVOQUE II,46990,2022,88817,Automatique,Diesel,Non requis,Oui,5,5,9
MINI MINI III 5P,16080,2019,71301,Manuelle,Diesel,Non requis,Non,5,5,5
,16080,2019,71301,Manuelle,Diesel,Non requis,Non,5,5,5
OPEL GRANDLAND,47950,2024,7380,Automatique,Diesel,Non requis,Non,5,5,7
RENAULT SCENIC IV,18790,2022,99930,Automatique,Diesel,Non requis,Oui,5,5,6
VOLVO XC40,32350,2021,22145,Manuelle,Essence,Non requis,Non,5,5,7
PEUGEOT 5008 II phase 2,51230,2023,4210,Automatique,Diesel,Non requis,Oui,5,7,7
MERCEDES EQC,68360,2021,42707,Automatique,Électrique,Non requis,Non,5,5,8
,68360,2021,42707,Automatique,Électrique,Non requis,Non,5,5,8
VOLKSWAGEN CRAFTER II,34780,2019,211200,Automatique,Diesel,Non requis,Oui,4,3,7
RENAULT MEGANE IV phase 2,24820,2022,21740,Automatique,Diesel,Non requis,Non,5,5,6
RENAULT CAPTUR phase 2,13640,2020,75598,Manuelle,Essence,Non requis,Non,5,5,5
CITROEN C5 AIRCROSS,30760,2023,26286,Manuelle,Essence,Non requis,Oui,5,5,7
RENAULT KADJAR,29070,2023,8507,Automatique,Essence,Non requis,Non,5,5,7
AUDI A3 IV SPORTBACK,46110,2023,21125,Automatique,Essence,Non requis,Non,5,5,8
TOYOTA YARIS III phase 3,15320,2020,38940,Manuelle,Essence,Non requis,Oui,5,5,4
KIA XCEED phase 2,23290,2022,69585,Automatique,Diesel,Non requis,Non,5,5,7
FERRARI F8 TRIBUTO,366180,2021,15876,Automatique,Essence,Non requis,Oui,2,2,69
MINI MINI III 3P,16480,2020,62689,Manuelle,Diesel,Non requis,Oui,3,4,5
BMW SERIE 1 F40,35310,2020,96558,Automatique,Diesel,Non requis,Oui,5,5,10
,35310,2020,96558,Automatique,Diesel,Non requis,Oui,5,5,10
BMW X5 G05 M,73440,2020,89274,Automatique,Diesel,Non requis,Non,5,5,28
CITROEN C5 AIRCROSS phase 2,41270,2024,7508,Automatique,Essence,Non requis,Oui,4,5,7
OPEL ASTRA V SPORTS TOURER phase 2,23200,2021,35766,Automatique,Diesel,Non requis,Oui,5,5,6
PEUGEOT E-208 II,24360,2021,17800,Automatique,Électrique,Non requis,Oui,5,5,4
AUDI A3 IV SPORTBACK,35680,2021,21417,Automatique,Essence,Non requis,Non,5,5,8
,35680,2021,21417,Automatique,Essence,Non requis,Non,5,5,8
MINI COUNTRYMAN II phase 2,53430,2023,25942,Automatique,Hybrides,Non requis,Non,5,5,6
VOLKSWAGEN PASSAT VIII SW phase 2,32170,2019,77700,Automatique,Hybrides,Non requis,Non,5,5,6
RENAULT CLIO IV phase 2,13470,2020,68145,Manuelle,Essence,Non requis,Oui,5,5,5
NISSAN QASHQAI II phase 2,21640,2021,91200,Manuelle,Diesel,Non requis,Non,5,5,6
RENAULT CAPTUR phase 2,15730,2019,73767,Manuelle,Diesel,Requis,Oui,5,5,5
PEUGEOT 2008 II,23670,2021,12898,Manuelle,Essence,Non requis,Oui,5,5,5
RENAULT CLIO IV phase 2,15720,2020,77698,Manuelle,Essence,Non requis,Non,5,5,5
FIAT 500 3+1 III,33580,2022,15518,Automatique,Électrique,Non requis,Non,3,4,3
AUDI A1 II SPORTBACK,21980,2020,84566,Manuelle,Essence,Non requis,Non,5,5,5
NISSAN JUKE II,19360,2021,35338,Manuelle,Essence,Non requis,Oui,5,5,6
CITROEN C3 AIRCROSS phase 2,27210,2023,18325,Manuelle,Essence,Non requis,Non,5,5,6
,27210,2023,18325,Manuelle,Essence,Non requis,Non,5,5,6
PORSCHE 718 BOXSTER,81840,2020,70199,Manuelle,Essence,Non requis,Non,2,2,19
BMW X5 G05,87980,2022,30250,Automatique,Hybrides,Non requis,Non,5,5,17
PEUGEOT 2008 II,19420,2020,64533,Manuelle,Essence,Non requis,Non,5,5,6
VOLKSWAGEN POLO VI,18700,2020,52477,Manuelle,Essence,Non requis,Non,5,5,5
DS 7 CROSSBACK,32380,2020,114134,Automatique,Diesel,Non requis,Non,5,5,6
,32380,2020,114134,Automatique,Diesel,Non requis,Non,5,5,6
DACIA DUSTER 2,31320,2023,12,Automatique,Essence,Non requis,Non,5,5,8
BMW X2 F39,33080,2019,119925,Automatique,Diesel,Requis,Non,5,5,8
CITROEN JUMPY III FOURGON,33460,2019,106216,Automatique,Diesel,Non requis,Non,4,5,7
PEUGEOT 3008 II phase 2,43490,2024,6215,Automatique,Diesel,Non requis,Non,5,5,7
KIA NIRO phase 2,21040,2020,104609,Automatique,Hybrides,Non requis,Oui,5,5,4
MINI MINI 3 JCW 3P,46180,2024,11,Automatique,Essence,Non requis,Non,3,5,13
VOLVO XC40,52300,2023,36047,Automatique,Hybrides,Non requis,Non,5,5,7
DACIA DUSTER II,25720,2023,10097,Manuelle,Diesel,Non requis,Oui,5,5,6
PEUGEOT 308 III,48570,2024,3601,Automatique,Hybrides,Non requis,Oui,4,5,10
BMW SERIE 4 G26 GRAN COUPE,56480,2023,37739,Automatique,Essence,Non requis,Oui,2,5,10
PORSCHE 911 TYPE 992,191400,2020,32946,Automatique,Essence,Non requis,Non,2,4,34
,191400,2020,32946,Automatique,Essence,Non requis,Non,2,4,34
PEUGEOT 308 III,34980,2024,2182,Automatique,Diesel,Non requis,Oui,5,5,7
RENAULT SCENIC IV,23780,2020,54980,Automatique,Essence,Non requis,Non,5,5,7
FORD RANGER III phase 3,55840,2020,53306,Automatique,Diesel,Non requis,Non,4,5,5
PEUGEOT 308 III,35290,2024,1,Automatique,Essence,Non requis,Oui,5,5,7
FIAT TALENTO II,25870,2020,88140,Manuelle,Diesel,Non requis,Non,4,3,5
,25870,2020,88140,Manuelle,Diesel,Non requis,Non,4,3,5
PEUGEOT 208 phase 2,14960,2020,32263,Manuelle,Essence,Non requis,Oui,5,5,4
VOLVO XC40,33570,2019,66187,Manuelle,Essence,Requis,Non,5,5,9
MERCEDES CLASSE A IV AMG,52480,2021,30101,Automatique,Essence,Non requis,Non,5,5,20
DS 3 CROSSBACK,35070,2023,20547,Automatique,Essence,Non requis,Non,5,5,7
AUDI Q8,71280,2020,117070,Automatique,Diesel,Non requis,Oui,5,5,18
BMW X1 F48 phase 2,35030,2020,64944,Automatique,Essence,Non requis,Non,5,5,7
VOLKSWAGEN PASSAT VIII SW phase 2,40560,2023,17343,Automatique,Diesel,Non requis,Oui,5,5,8
FIAT 500 II phase 2,16180,2022,54276,Manuelle,Essence,Non requis,Oui,3,4,4
RENAULT AUSTRAL,42400,2024,11,Automatique,Essence,Non requis,Non,5,5,8
PEUGEOT 208 II,24580,2023,12713,Manuelle,Essence,Non requis,Non,5,5,5
PORSCHE PANAMERA II,96730,2019,114413,Automatique,Hybrides,Non requis,Non,5,4,19
,96730,2019,114413,Automatique,Hybrides,Non requis,Non,5,4,19
PEUGEOT 308 (2E GENERATION),19040,2019,47573,Automatique,Essence,Requis,Non,5,4,7
ALPINE A110 II,72470,2020,10900,Automatique,Essence,Non requis,Non,2,2,15
MERCEDES GLE COUPE II,111980,2020,10900,Automatique,Essence,Non requis,Non,5,5,11
OPEL CROSSLAND phase 2,33040,2023,12417,Automatique,Diesel,Non requis,Oui,5,5,6
PEUGEOT 308 III SW,31450,2024,1,Automatique,Essence,Non requis,Oui,5,5,7
,31450,2024,1,Automatique,Essence,Non requis,Oui,5,5,7
CITROEN C4 III,32980,2023,26156,Automatique,Essence,Non requis,Oui,5,5,7
OPEL CORSA VI,21580,2022,35442,Manuelle,Essence,Non requis,Oui,5,5,5
VOLKSWAGEN PASSAT VIII phase 2,28230,2020,79220,Automatique,Hybrides,Non requis,Non,4,5,6
FIAT TIPO 2,22190,2022,9163,Manuelle,Essence,Non requis,Non,5,5,5
MINI COUNTRYMAN 2,29610,2021,76308,Automatique,Hybrides,Non requis,Non,5,5,5
RENAULT TRAFIC III phase 2,44400,2024,1,Manuelle,Diesel,Non requis,Oui,4,3,7
BMW SERIE 5 G31 TOURING,40310,2020,71439,Automatique,Diesel,Non requis,Oui,5,3,10
SKODA KAROQ,26170,2020,43452,Automatique,Diesel,Non requis,Oui,5,5,6
NISSAN JUKE II,25960,2022,21756,Automatique,Essence,Non requis,Oui,5,5,6
FIAT 500 X phase 2,19020,2021,65343,Automatique,Essence,Non requis,Oui,5,5,8
RENAULT CLIO 5,20230,2023,127,Manuelle,Essence,Non requis,Non,5,5,5
,20230,2023,127,Manuelle,Essence,Non requis,Non,5,5,5
PORSCHE MACAN phase 2,76790,2020,56170,Automatique,Essence,Non requis,Non,5,5,15
VOLKSWAGEN POLO VI,12630,2019,161700,Manuelle,Diesel,Requis,Oui,5,2,4
CITROEN GRAND C4 SPACETOURER,34860,2022,26492,Manuelle,Diesel,Non requis,Non,5,7,7
CITROEN C4 III,30210,2024,1,Automatique,Essence,Non requis,Oui,5,5,7
CITROEN C3 AIRCROSS,20860,2019,54958,Automatique,Essence,Non requis,Non,5,5,6
,20860,2019,54958,Automatique,Essence,Non requis,Non,5,5,6
VOLKSWAGEN PASSAT 8 ALLTRACK,47580,2022,37518,Automatique,Diesel,Non requis,Oui,5,5,11
OPEL GRANDLAND X,29360,2022,34393,Automatique,Diesel,Non requis,Oui,5,5,7
PEUGEOT 3008 II phase 2,43170,2023,31151,Automatique,Hybrides,Non requis,Non,5,5,10
VOLKSWAGEN TAIGO,24270,2023,15988,Manuelle,Essence,Non requis,Non,5,5,5
SUZUKI SX4 S-CROSS phase 2,22400,2020,66240,Manuelle,Essence,Non requis,Non,5,5,7
FIAT TIPO 2 CROSS,23060,2023,11,Manuelle,Essence,Non requis,Non,5,5,5
CITROEN C3 AIRCROSS,19290,2020,69732,Automatique,Essence,Non requis,Non,5,5,6
PEUGEOT 2008 II,25970,2021,75974,Automatique,Essence,Non requis,Oui,5,5,8
CITROEN C5 AIRCROSS,28290,2020,51368,Automatique,Diesel,Non requis,Non,5,5,7
RENAULT CAPTUR phase 2,15560,2019,73149,Automatique,Diesel,Requis,Non,5,5,5
MERCEDES GLC COUPE phase 2,58260,2020,53835,Automatique,Hybrides,Non requis,Non,5,5,16
,58260,2020,53835,Automatique,Hybrides,Non requis,Non,5,5,16
RENAULT MEGANE IV,15540,2021,100666,Manuelle,Diesel,Non requis,Non,5,5,6
VOLVO XC40,35220,2020,114684,Automatique,Diesel,Non requis,Non,5,5,10
CITROEN C5 AIRCROSS,26820,2020,108587,Automatique,Diesel,Non requis,Non,5,5,9
PORSCHE 911 TYPE 992,152140,2021,27195,Automatique,Essence,Non requis,Oui,2,4,27
MINI III 3P,20040,2019,91168,Manuelle,Essence,Non requis,Oui,3,4,7
,20040,2019,91168,Manuelle,Essence,Non requis,Oui,3,4,7
PEUGEOT 308 III,39010,2024,1,Automatique,Essence,Non requis,Oui,5,5,7
PEUGEOT 208 (2E GENERATION),25720,2024,550,Automatique,Essence,Non requis,Non,5,5,5
PORSCHE 911 TYPE 991 TARGA phase 2,196500,2019,32205,Automatique,Essence,Non requis,Non,2,4,34
VOLKSWAGEN T-ROC,32580,2021,35523,Automatique,Essence,Non requis,Non,5,5,8
HYUNDAI I10 II phase 2,13550,2020,57165,Manuelle,Essence,Non requis,Non,5,5,5
VOLKSWAGEN TOURAN 3,37480,2021,73608,Automatique,Diesel,Non requis,Oui,5,7,8
SEAT ARONA,19870,2021,73608,Automatique,Diesel,Non requis,Oui,5,5,4
KIA NIRO phase 2,25570,2020,55962,Automatique,Hybrides,Non requis,Oui,5,5,4
AUDI Q5 II phase 2,65170,2023,18211,Automatique,Diesel,Non requis,Oui,5,5,9
AUDI Q3 II SPORTBACK,57700,2022,33856,Automatique,Hybrides,Non requis,Oui,5,5,8
RENAULT ESPACE V,27670,2020,103295,Automatique,Diesel,Non requis,Non,5,7,11
,27670,2020,103295,Automatique,Diesel,Non requis,Non,5,7,11
RENAULT TRAFIC III phase 2,68180,2024,1,Automatique,Diesel,Non requis,Oui,4,8,8
PEUGEOT 208 II,20110,2022,48245,Manuelle,Essence,Non requis,Non,5,5,5
MAZDA MX5 IV ST phase 2,30770,2020,39467,Manuelle,Essence,Non requis,Oui,2,2,10
CITROEN C5 AIRCROSS,37270,2021,58986,Automatique,Diesel,Non requis,Non,5,5,7
CITROEN C3 (3E GENERATION),14240,2019,57933,Manuelle,Essence,Non requis,Non,5,5,4
,14240,2019,57933,Manuelle,Essence,Non requis,Non,5,5,4
RENAULT MASTER 3,52210,2024,1,Manuelle,Diesel,Non requis,Oui,5,5,8
RENAULT CLIO V,14640,2021,78439,Manuelle,Diesel,Non requis,Oui,5,5,4
PEUGEOT 3008 II,28980,2020,83766,Automatique,Diesel,Non requis,Oui,5,5,6
RENAULT CAPTUR II,26640,2021,40183,Automatique,Essence,Non requis,Non,5,5,8
PEUGEOT 3008 II phase 2,38300,2022,44840,Automatique,Hybrides,Non requis,Non,5,5,10
PEUGEOT 2008 II,25510,2021,58830,Automatique,Essence,Non requis,Non,5,5,7
AUDI A6 V AVANT,47020,2021,81254,Automatique,Diesel,Non requis,Oui,5,5,11
AUDI Q3 II SPORTBACK,60480,2023,17435,Automatique,Hybrides,Non requis,Oui,5,5,8
PORSCHE MACAN phase 2,76240,2020,58480,Automatique,Essence,Non requis,Non,5,5,25
VOLKSWAGEN T-ROC phase 2,31480,2023,23377,Automatique,Essence,Non requis,Non,5,5,8
CITROEN C3 III phase 2,20140,2023,16131,Manuelle,Essence,Non requis,Non,5,5,6
,20140,2023,16131,Manuelle,Essence,Non requis,Non,5,5,6
CITROEN C3 III phase 2,14730,2019,104772,Automatique,Essence,Requis,Non,5,5,6
CITROEN C3 III phase 2,26430,2024,4598,Automatique,Essence,Non requis,Oui,5,5,6
PORSCHE PANAMERA II SPORT TURISMO phase 2,104990,2022,63341,Automatique,Hybrides,Non requis,Non,5,5,21
HYUNDAI KONA phase 2,25900,2021,14040,Automatique,Électrique,Non requis,Oui,5,5,2
SEAT ARONA,29480,2023,11250,Automatique,Essence,Non requis,Non,5,5,6
,29480,2023,11250,Automatique,Essence,Non requis,Non,5,5,6
MAZDA CX-5 II phase 2,33440,2022,40942,Manuelle,Diesel,Non requis,Non,5,5,8
PEUGEOT 308 II SW phase 2,27620,2019,24753,Automatique,Essence,Non requis,Oui,5,5,7
VOLVO XC40,39360,2019,62500,Automatique,Diesel,Requis,Non,5,5,10
CITROEN C3 AIRCROSS,19190,2019,62252,Automatique,Essence,Non requis,Non,5,5,6
FORD TRANSIT CUSTOM II phase 2,35890,2022,84900,Manuelle,Diesel,Non requis,Non,4,6,7
MERCEDES CLASSE C 4 SW,42680,2020,107584,Automatique,Diesel,Non requis,Oui,5,5,14
PORSCHE 911 TYPE 992 CABRIOLET,231160,2021,23010,Automatique,Essence,Non requis,Non,2,4,34
PEUGEOT E-208 II,32110,2022,13114,Automatique,Électrique,Non requis,Oui,5,5,4
RENAULT KADJAR phase 2,20180,2021,65939,Automatique,Essence,Non requis,Non,5,5,7
BMW SERIE 3 G21 TOURING,32020,2021,112000,Automatique,Diesel,Non requis,Non,5,5,10
HYUNDAI TUCSON IV,41710,2022,19544,Automatique,Diesel,Non requis,Non,5,5,7
,41710,2022,19544,Automatique,Diesel,Non requis,Non,5,5,7
PEUGEOT 208 II,21680,2022,65018,Manuelle,Essence,Non requis,Non,5,5,5
DACIA JOGGER,25500,2023,17140,Manuelle,Essence,Non requis,Oui,5,7,6
OPEL MOKKA II,47580,2024,12,Automatique,Électrique,Non requis,Non,5,5,4
VOLVO XC60 II,45490,2019,115421,Automatique,Diesel,Non requis,Non,5,5,14
MERCEDES CLASSE G IV AMG,233940,2020,26498,Automatique,Essence,Non requis,Non,5,5,51
,233940,2020,26498,Automatique,Essence,Non requis,Non,5,5,51
FORD PUMA II,26050,2022,24177,Manuelle,Essence,Non requis,Non,5,5,8
VOLKSWAGEN T-CROSS,29850,2023,15301,Automatique,Essence,Non requis,Oui,5,5,6
VOLKSWAGEN GOLF 8,19050,2022,87344,Manuelle,Essence,Non requis,Non,5,5,6
NISSAN JUKE phase 2,19950,2019,63936,Automatique,Essence,Non requis,Non,5,5,7
VOLKSWAGEN GOLF 8,28480,2021,5592,Manuelle,Essence,Non requis,Non,5,5,7
PEUGEOT 2008 II,33860,2023,23556,Automatique,Essence,Non requis,Oui,5,5,7
DS 3 CROSSBACK,26980,2021,92394,Automatique,Électrique,Non requis,Oui,5,5,4
PEUGEOT 208 II,29100,2022,49549,Automatique,Essence,Non requis,Non,5,5,5
AUDI A3 IV SPORTBACK,37680,2023,17486,Automatique,Essence,Non requis,Oui,5,5,6
AUDI A1 II SPORTBACK,32680,2020,47943,Automatique,Essence,Non requis,Non,5,5,11
RENAULT SCENIC IV,29360,2023,27986,Automatique,Essence,Non requis,Non,5,5,7
,29360,2023,27986,Automatique,Essence,Non requis,Non,5,5,7
VOLKSWAGEN TOUAREG III,52980,2019,63282,Automatique,Diesel,Requis,Non,5,5,18
AUDI A3 IV SPORTBACK,44340,2023,10502,Automatique,Hybrides,Non requis,Oui,5,5,8
CUPRA LEON,36780,2022,25300,Automatique,Hybrides,Non requis,Non,5,5,8
MAN TGE,51340,2021,47733,Automatique,Diesel,Non requis,Non,4,3,7
